,word_vector,class_o,class_c,class_e,class_a,class_n
66,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 0, 1, 0, 1, 1, 8, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 1, 3, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 2, 2, 1, 0, 1, 0, 2, 1, 1, 2, 0, 4, 0, 3, 2, 2, 1, 0, 2, 0, 4, 4, 0, 0, 1, 0, 2, 2, 6, 4, 1, 2, 4, 1, 0, 2, 4, 1, 0, 5, 1, 0, 3, 3, 2, 0, 3, 11, 2, 6, 8, 4, 1, 8, 1, 6, 8, 2, 3, 3, 1]",1,1,0,1,1
67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,0,0,1,1
68,"[3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 3, 1, 2, 2, 0, 1, 1, 0, 3, 2, 0, 0, 2, 0, 1, 2, 1, 4, 1, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 3, 0, 2, 1, 2, 0, 0, 0, 5, 0, 1, 2, 2, 0, 1, 0, 1, 2, 0, 0, 5, 1, 0, 1, 1, 2, 0, 5, 1, 0, 2, 0, 1, 3, 3, 2, 1, 1, 4, 1, 1, 0, 2, 1, 2, 5, 2, 4, 0, 1, 2, 0, 7, 1, 1, 2, 4, 3, 0, 3, 2, 1, 0, 3, 9, 3, 5, 4, 2, 4, 2, 3, 2, 1, 3, 1, 1, 1, 3, 4, 2, 1, 4, 3, 0, 4, 3, 1, 6, 1, 6, 4, 2, 1, 1, 4, 2, 4, 1, 4, 5, 5, 2, 3, 0, 6, 5, 10, 4, 4, 3, 5, 4, 13, 3, 3, 6, 5, 10, 11, 3, 3, 14, 9, 13, 9]",1,0,1,1,1
69,"[2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 7, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1, 2, 2, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 3, 2, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 1, 0, 1, 3, 5, 0, 0, 1, 0, 0, 3, 1, 0, 2, 0, 0, 0, 1, 4, 0, 0, 1, 2, 4, 0, 2, 13, 2, 3, 0, 2, 4, 4, 2, 2, 4, 10, 0, 0, 0, 6, 1, 5, 7, 8, 4, 12, 11]",1,0,0,0,1
70,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 2]",0,0,1,0,0
71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 7, 1, 1, 0, 5]",1,1,0,1,1
72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 3, 2]",1,1,0,1,1
73,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 4, 1, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 1, 4, 5, 0, 2, 2, 0, 1, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 0, 5, 0, 0, 0, 2, 0, 2, 2, 2, 1, 1, 1, 0, 1, 2, 1, 4, 3, 1, 3, 5, 0, 1, 2, 3]",1,1,1,1,0
74,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 6, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 1, 0, 2, 0, 2, 2, 1, 0, 1, 1, 0, 3, 0, 1, 1, 0, 2, 1, 0, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 6, 1, 2, 1, 1, 3, 1, 0, 1, 3, 2, 3, 0, 2, 5, 1, 6, 5, 2, 2, 10, 5]",1,1,0,1,0
75,"[0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 3, 0, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 1, 2, 1, 1, 0, 0, 2, 1, 1, 0, 2, 0, 1, 1, 1, 0, 4, 3, 0, 1, 5, 2, 3, 2, 0, 1, 2, 10, 1, 2, 3, 3, 1, 1, 5, 4, 3, 2, 1, 2, 3, 2, 2, 2, 2, 1, 3, 5, 5]",1,0,1,1,0
76,"[1, 2, 1, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 1, 2, 0, 0, 1, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 1, 2, 0, 1, 2, 1, 1, 2, 2, 0, 0, 4, 0, 4, 1, 1, 3, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 2, 2, 1, 1, 0, 4, 0, 0, 1, 0, 2, 0, 0, 3, 0, 3, 1, 2, 2, 1, 0, 2, 0, 1, 2, 5, 6, 0, 2, 2, 0, 1, 0, 2, 2, 0, 1, 2, 4, 5, 2, 1, 0, 3, 7, 2, 0, 0, 3, 0, 0, 0, 4, 3, 0, 2, 1, 1, 0, 1, 0, 4, 1, 3, 2, 2, 2, 4, 0, 2, 1, 3, 7, 0, 3, 4, 4, 1, 6, 4, 1, 3, 3, 1, 1, 11, 1, 3, 1, 15, 4, 2, 2, 5, 1, 3, 5, 4, 9, 4, 4, 3, 0, 4, 12, 2, 5, 3, 5, 5, 6, 5, 4, 7, 2, 11, 6, 6, 9, 9, 16, 17, 16, 16]",1,0,1,1,0
77,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0]",0,1,0,1,0
78,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 1, 0, 1, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 3, 1, 5, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 2, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 2, 5, 3, 1, 2, 2, 5, 3, 0, 3, 0, 1, 2, 0, 2, 0, 0, 3, 8, 1, 0, 3, 0, 2, 1, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 1, 0, 3, 5, 5, 2, 1, 0, 0, 1, 0, 3, 2, 0, 2, 1, 0, 2, 3, 13, 0, 2, 2, 0, 3, 1, 3, 0, 9, 1, 0, 0, 0, 2, 4, 2, 3, 6, 4, 0, 4, 0, 3, 4, 3, 0, 3, 6, 3, 2, 1, 3, 5, 5, 7, 4, 4, 10, 3, 19, 2]",0,1,1,0,0
79,"[0, 1, 1, 0, 1, 4, 0, 0, 0, 3, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 3, 0, 0, 1, 1, 2, 1, 2, 0, 3, 0, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 2, 1, 1, 0, 2, 0, 3, 0, 1, 4, 1, 2, 1, 0, 4, 1, 1, 1, 0, 2, 0, 3, 2, 1, 1, 0, 0, 0, 3, 2, 3, 1, 2, 1, 3, 2, 0, 0, 1, 1, 0, 0, 2, 4, 3, 2, 3, 3, 2, 2, 0, 0, 1, 3, 1, 1, 0, 2, 2, 2, 1, 3, 2, 0, 0, 0, 0, 1, 3, 1, 1, 1, 2, 2, 3, 1, 2, 0, 2, 2, 1, 0, 2, 1, 2, 4, 4, 1, 3, 6, 0, 3, 0, 4, 3, 5, 3, 5, 3, 1, 1, 0, 1, 0, 1, 4, 1, 2, 5, 2, 3, 1, 1, 0, 6, 2, 3, 3, 3, 3, 2, 3, 2, 5, 7, 8, 5, 5, 2, 8, 4, 4, 3, 0, 6, 8, 7, 11, 12, 16, 7, 11, 27]",1,1,1,1,0
80,"[3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0, 3, 2, 0, 0, 1, 4, 2, 0, 0, 0, 3, 1, 2, 2, 2, 1, 3, 1, 0, 0, 0, 4, 0, 0, 0, 1, 4, 0, 0, 2, 6, 1, 0, 2, 2, 1, 0, 1, 0, 7, 2, 0, 3, 1, 0, 1, 2, 11, 14, 2, 1, 2, 9, 5, 0, 1, 2, 1, 2, 0, 1, 1, 0, 1, 1, 1, 3, 4, 2, 0, 0, 8, 2, 3, 6, 0, 2, 1, 0, 1, 3, 5, 1, 7, 0, 2, 2, 4, 0, 0, 0, 0, 3, 3, 3, 2, 2, 1, 4, 3, 4, 8, 2, 2, 5, 2, 3, 4, 10, 2, 0, 4, 0, 0, 0, 3, 7, 0, 2, 2, 0, 3, 1, 1, 2, 3, 1, 2, 1, 5, 6, 1, 4, 5, 0, 6, 0, 1, 3, 7, 1, 7, 0, 7, 3, 5, 5, 4, 4, 5, 8, 5, 7, 3, 6, 4, 3, 14, 11, 8, 3, 14, 9, 8, 10, 7, 4, 7, 4, 8, 13, 14, 2, 2, 1, 15, 18, 15]",1,0,0,1,1
81,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0]",1,0,1,0,1
82,"[0, 1, 3, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 5, 2, 2, 0, 0, 0, 3, 1, 0, 0, 0, 3, 1, 2, 0, 2, 3, 1, 0, 0, 1, 0, 1, 4, 2, 0, 0, 0, 0, 3, 3, 1, 1, 1, 0, 4, 2, 0, 0, 0, 1, 4, 0, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 8, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 0, 5, 1, 2, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 1, 4, 0, 4, 8, 5, 0, 1, 0, 0, 0, 0, 2, 2, 4, 0, 1, 2, 2, 2, 2, 1, 0, 0, 1, 1, 2, 1, 3, 0, 3, 2, 9, 3, 1, 0, 3, 0, 2, 3, 0, 0, 1, 3, 3, 2, 4, 1, 0, 1, 3, 0, 3, 2, 2, 6, 3, 2, 3, 2, 10, 2, 1, 6, 6, 0, 10, 5, 7, 0, 5, 12, 5, 4, 4, 4, 14, 9, 12]",1,0,0,0,0
83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1,0,0,0,1
84,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 0, 4, 0, 1, 3, 2, 1, 0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 2, 1, 1, 2, 2, 0, 3, 2, 3, 1, 1, 3, 3, 2, 3, 6, 1, 4, 6, 6, 4, 2, 0, 4]",1,1,0,1,0
85,"[0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 3, 2, 1, 0, 3, 0, 0, 4, 1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 3, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 4, 1, 4, 0, 0, 2, 0, 0, 0, 2, 0, 4, 1, 1, 3, 3, 11]",1,0,0,0,0
86,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 3, 1, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 1, 3, 0, 0, 2, 1, 5, 4, 1, 0, 1, 0, 1, 0, 1, 2, 2, 0, 0, 4, 2, 2, 1]",1,1,0,0,0
87,"[0, 0, 0, 0, 2, 0, 0, 0, 3, 1, 3, 0, 0, 2, 0, 1, 2, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 3, 0, 1, 2, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 2, 5, 1, 0, 0, 1, 0, 2, 1, 0, 3, 1, 0, 1, 0, 0, 4, 1, 1, 3, 1, 1, 0, 3, 1, 1, 4, 1, 2, 0, 1, 2, 2, 3, 0, 0, 1, 0, 1, 0, 2, 1, 0, 0, 3, 1, 0, 2, 2, 0, 4, 1, 2, 1, 1, 2, 1, 0, 4, 0, 3, 1, 2, 3, 1, 1, 1, 3, 2, 3, 5, 3, 0, 4, 8, 4, 2, 1, 4, 3, 3, 1, 3, 7, 1, 1, 0, 8, 5, 4, 11, 11, 8, 2, 8, 0]",1,1,1,1,0
